Rank,Word_with_Article,IPA,Eng_Approx,Meaning,Verb_Tense,Verb_Mood,Sentence,Sentence_IPA,Sentence_Eng_Approx,Sentence_Translation,Elision_Note,Sentence_Breakdown
1269,serrure (la),/se.ʁyʁ/,seh-rur,lock,,,La serrure coince donc j'appelle un serrurier.,/la se.ʁyʁ kwɛ̃s dɔ̃k ʒa.pɛl œ̃ se.ʁy.ʁje/,lah seh-RUR kwehnss donk zhah-pell uhn seh-ru-ryay,The lock sticks so I call a locksmith.,je + appelle -> j'appelle,La(Art)|the|Art|/la/|lah;serrure(la)|lock|Noun|/se.ʁyʁ/|seh-rur;coince|sticks|Verb|/kwɛ̃s/|kwehnss;donc|so|Conj|/dɔ̃k/|donk;j'|I|Pron|/ʒ/|zh;appelle|call|Verb|/a.pɛl/|ah-pell;un(Art)|a|Art|/œ̃/|uhn;serrurier(le)|locksmith|Noun|/se.ʁy.ʁje/|seh-ru-ryay
1270,problème (le),/pʁɔ.blɛm/,proh-blem,problem,,,Ce problème revient souvent mais on trouve une solution.,/sə pʁɔ.blɛm ʁə.vjɛ̃ su.vɑ̃ mɛ ɔ̃ tʁuv yn sɔ.ly.sjɔ̃/,suh proh-blem ruh-VYEHN soo-vahn meh on troov een soh-lew-SYON,This problem comes back often but we find a solution.,,Ce(Det)|this|Det|/sə/|suh;problème(le)|problem|Noun|/pʁɔ.blɛm/|proh-blem;revient|returns|Verb|/ʁə.vjɛ̃/|ruh-vyehn;souvent|often|Adv|/su.vɑ̃/|soo-vahn;mais|but|Conj|/mɛ/|meh;on(Pron)|we|Pron|/ɔ̃/|on;trouve|find|Verb|/tʁuv/|troov;une(Art)|a|Art|/yn/|een;solution(la)|solution|Noun|/sɔ.ly.sjɔ̃/|soh-lew-syon
1271,solution (la),/sɔ.ly.sjɔ̃/,soh-lew-syon,solution,,,"La solution est simple,donc on la teste d'abord.",/la sɔ.ly.sjɔ̃ ɛ sɛ̃pl dɔ̃k ɔ̃ la tɛst da.bɔʁ/,lah soh-lew-SYON eh sehnpl donk on lah test dah-bor,"The solution is simple,so we test it first.",,La(Art)|the|Art|/la/|lah;solution(la)|solution|Noun|/sɔ.ly.sjɔ̃/|soh-lew-syon;est|is|Verb|/ɛ/|eh;simple|simple|Adj|/sɛ̃pl/|sehnpl;donc|so|Conj|/dɔ̃k/|donk;on(Pron)|we|Pron|/ɔ̃/|on;la(Pron)|it|Pron|/la/|lah;teste|test|Verb|/tɛst/|test;d'abord|first|Adv|/da.bɔʁ/|dah-bor
1272,question (la),/kɛs.tjɔ̃/,kes-tyon,question,,,"Ta question est claire,donc je réponds tout de suite.",/ta kɛs.tjɔ̃ ɛ klɛʁ dɔ̃k ʒə ʁe.pɔ̃ tu də sɥit/,tah kes-TYON eh klair donk zhuh ray-pon too duh sweet,"Your question is clear,so I answer straight away.",,Ta(Det)|your|Det|/ta/|tah;question(la)|question|Noun|/kɛs.tjɔ̃/|kes-tyon;est|is|Verb|/ɛ/|eh;claire|clear|Adj|/klɛʁ/|klair;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;réponds|answer|Verb|/ʁe.pɔ̃/|ray-pon;tout de suite|right away|Adv|/tu də sɥit/|too duh sweet
1273,règle (la),/ʁɛɡl/,regl,rule,,,"La règle est simple,mais tout le monde l'oublie.",/la ʁɛɡl ɛ sɛ̃pl mɛ tu lə mɔ̃d lu.bli/,lah regl eh sehnpl meh too luh mohnd loo-BLEE,"The rule is simple,but everyone forgets it.",tout le monde (liaison),La(Art)|the|Art|/la/|lah;règle(la)|rule|Noun|/ʁɛɡl/|regl;est|is|Verb|/ɛ/|eh;simple|simple|Adj|/sɛ̃pl/|sehnpl;mais|but|Conj|/mɛ/|meh;tout|everyone|Pron|/tu/|too;le|the|Art|/lə/|luh;monde|people|Noun|/mɔ̃d/|mohnd;l'|it|Pron|/l/|l;oublie|forget|Verb|/u.bli/|oo-blee
1274,erreur (l’),/e.ʁœʁ/,ay-ruhr,error/mistake,,,Je fais une erreur puis je corrige immédiatement.,/ʒə fɛ yn e.ʁœʁ pɥi ʒə kɔ.ʁiʒ i.me.dja.tə.mɑ̃/,zhuh feh een ay-RUHR pwee zhuh koh-reezh ee-may-dyah-tuh-mahn,I make a mistake then I correct it immediately.,,Je(Pron)|I|Pron|/ʒə/|zhuh;fais|make|Verb|/fɛ/|feh;une(Art)|a|Art|/yn/|een;erreur(l')|error|Noun|/e.ʁœʁ/|ay-ruhr;puis|then|Adv|/pɥi/|pwee;je(Pron)|I|Pron|/ʒə/|zhuh;corrige|correct|Verb|/kɔ.ʁiʒ/|koh-reezh;immédiatement|immediately|Adv|/i.me.dja.tə.mɑ̃/|ee-may-dyah-tuh-mahn
1275,conseil (le),/kɔ̃.sɛj/,kon-say(y),advice,,,Je donne un conseil utile à mon collègue.,/ʒə dɔn œ̃ kɔ̃.sɛj y.til a mɔ̃ kɔ.lɛɡ/,zhuh don uhn kon-SAY(y) ew-TEEL ah mohn koh-LEG,I give useful advice to my colleague.,mon + collègue (liaison),Je(Pron)|I|Pron|/ʒə/|zhuh;donne|give|Verb|/dɔn/|don;un(Art)|a|Art|/œ̃/|uhn;conseil(le)|advice|Noun|/kɔ̃.sɛj/|kon-say(y);utile|useful|Adj|/y.til/|ew-teel;à|to|Prep|/a/|ah;mon(Det)|my|Det|/mɔ̃/|mohn;collègue(le)|colleague|Noun|/kɔ.lɛɡ/|koh-leg
1276,colleague (le),/kɔ.lɛɡ/,koh-leg,colleague,,,Mon collègue arrive tôt et prépare la réunion.,/mɔ̃ kɔ.lɛɡ a.ʁiv to e pʁe.paʁ la ʁe.y.njɔ̃/,mohn koh-LEG ah-reev toh ay pray-par lah ray-ew-nyon,My colleague arrives early and prepares the meeting.,,Mon(Det)|my|Det|/mɔ̃/|mohn;collègue(le)|colleague|Noun|/kɔ.lɛɡ/|koh-leg;arrive|arrives|Verb|/a.ʁiv/|ah-reev;tôt|early|Adv|/to/|toh;et|and|Conj|/e/|ay;prépare|prepares|Verb|/pʁe.paʁ/|pray-par;la(Art)|the|Art|/la/|lah;réunion(la)|meeting|Noun|/ʁe.y.njɔ̃/|ray-ew-nyon
1277,réunion (la),/ʁe.y.njɔ̃/,ray-ew-nyon,meeting,,,"La réunion dure longtemps,donc je prends un café.",/la ʁe.y.njɔ̃ dyʁ lɔ̃.tɑ̃ dɔ̃k ʒə pʁɑ̃ œ̃ ka.fe/,lah ray-ew-nyon dewr lon-tahn donk zhuh prahn uhn kah-fay,"The meeting lasts a long time,so I take a coffee.",,La(Art)|the|Art|/la/|lah;réunion(la)|meeting|Noun|/ʁe.y.njɔ̃/|ray-ew-nyon;dure|lasts|Verb|/dyʁ/|dewr;longtemps|a long time|Adv|/lɔ̃.tɑ̃/|lon-tahn;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;un(Art)|a|Art|/œ̃/|uhn;café(le)|coffee|Noun|/ka.fe/|kah-fay
1278,café (le),/ka.fe/,kah-fay,coffee,,,Je bois un café fort avant de conduire.,/ʒə bwa œ̃ ka.fe fɔʁ a.vɑ̃ də kɔ̃.dɥiʁ/,zhuh bwah uhn kah-fay for ah-vahn duh kon-DWIR,I drink a strong coffee before driving.,,Je(Pron)|I|Pron|/ʒə/|zhuh;bois|drink|Verb|/bwa/|bwah;un(Art)|a|Art|/œ̃/|uhn;café(le)|coffee|Noun|/ka.fe/|kah-fay;fort|strong|Adj|/fɔʁ/|for;avant|before|Prep|/a.vɑ̃/|ah-vahn;de|to|Prep|/də/|duh;conduire|drive|Verb|/kɔ̃.dɥiʁ/|kon-dweer
1279,thé (le),/te/,tay,tea,,,Je préfère le thé chaud quand il fait gris.,/ʒə pʁe.fɛʁ lə te ʃo kɑ̃ il fɛ ɡʁi/,zhuh pray-fair luh tay shoh kahn eel feh gree,I prefer hot tea when it’s grey outside.,,Je(Pron)|I|Pron|/ʒə/|zhuh;préfère|prefer|Verb|/pʁe.fɛʁ/|pray-fair;le(Art)|the|Art|/lə/|luh;thé(le)|tea|Noun|/te/|tay;chaud|hot|Adj|/ʃo/|shoh;quand|when|Conj|/kɑ̃/|kahn;il(Pron)|it|Pron|/il/|eel;fait|is (weather)|Verb|/fɛ/|feh;gris|grey|Adj|/ɡʁi/|gree
1280,sucre (le),/sykʁ/,sew-kr,sugar,,,"Je prends moins de sucre,donc je change mes habitudes.",/ʒə pʁɑ̃ mwɛ̃ də sykʁ dɔ̃k ʒə ʃɑ̃ʒ me za.bi.tyd/,zhuh prahn mwehn duh sew-kr donk zhuh shahnzh may zah-bee-tewd,"I take less sugar,so I change my habits.",mes + habitudes (liaison z),Je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;moins|less|Adv|/mwɛ̃/|mwehn;de|of|Prep|/də/|duh;sucre(le)|sugar|Noun|/sykʁ/|sew-kr;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;change|change|Verb|/ʃɑ̃ʒ/|shahnzh;mes(Det)|my|Det|/me/|may;habitudes(les)|habits|Noun|/a.bi.tyd/|ah-bee-tewd
1281,beurre (le),/bœʁ/,burr,butter,,,J'ajoute du beurre sur le pain chaud.,/ʒa.ʒut dy bœʁ syʁ lə pɛ̃ ʃo/,zhah-zhoot dew burr sewr luh pehn shoh,I add butter on the warm bread.,je + ajoute -> j'ajoute; de + le -> du,J'|I|Pron|/ʒ/|zh;ajoute|add|Verb|/a.ʒut/|ah-zhoot;du(Art)|some|Art|/dy/|dew;beurre(le)|butter|Noun|/bœʁ/|burr;sur|on|Prep|/syʁ/|sewr;le(Art)|the|Art|/lə/|luh;pain(le)|bread|Noun|/pɛ̃/|pehn;chaud|hot|Adj|/ʃo/|shoh
1282,lait (le),/lɛ/,leh,milk,,,Je bois du lait froid après le sport.,/ʒə bwa dy lɛ fʁwa a.pʁɛ lə spɔʁ/,zhuh bwah dew leh frwah ah-preh luh spor,I drink cold milk after sport.,de + le -> du,Je(Pron)|I|Pron|/ʒə/|zhuh;bois|drink|Verb|/bwa/|bwah;du(Art)|some|Art|/dy/|dew;lait(le)|milk|Noun|/lɛ/|leh;froid|cold|Adj|/fʁwa/|frwah;après|after|Prep|/a.pʁɛ/|ah-preh;le(Art)|the|Art|/lə/|luh;sport(le)|sport|Noun|/spɔʁ/|spor
1283,œuf (un),/œf/,uf,egg,,,Je casse un œuf et je mélange bien.,/ʒə kas œ̃ nœf e ʒə me.lɑ̃ʒ bjɛ̃/,zhuh kass uhn nuf ay zhuh may-lahnzh byehn,I crack an egg and mix well.,un + œuf (liaison n),Je(Pron)|I|Pron|/ʒə/|zhuh;casse|crack|Verb|/kas/|kass;un(Art)|an|Art|/œ̃/|uhn;œuf(un)|egg|Noun|/œf/|uf;et|and|Conj|/e/|ay;je(Pron)|I|Pron|/ʒə/|zhuh;mélange|mix|Verb|/me.lɑ̃ʒ/|may-lahnzh;bien|well|Adv|/bjɛ̃/|byehn
1284,sel (le),/sɛl/,sel,salt,,,"Mets du sel,mais pas trop aujourd'hui.",/mɛ dy sɛl mɛ pa tʁo o.ʒuʁ.dɥi/,meh dew sel meh pah troh oh-zhoor-dwee,"Put some salt,but not too much today.",de + le -> du,Mets|Put|Verb|/mɛ/|meh;du(Art)|some|Art|/dy/|dew;sel(le)|salt|Noun|/sɛl/|sel;mais|but|Conj|/mɛ/|meh;pas|not|Adv|/pa/|pah;trop|too much|Adv|/tʁo/|tro;aujourd'hui|today|Adv|/o.ʒuʁ.dɥi/|oh-zhoor-dwee
1285,poivre (le),/pwavʁ/,pwavr,pepper,,,Il ajoute du poivre pour relever la soupe.,/il a.ʒut dy pwavʁ puʁ ʁə.lə.ve la sup/,eel ah-zhoot dew pwavr poor ruh-luh-vay lah soop,He adds pepper to lift the soup.,de + le -> du,Il(Pron)|He|Pron|/il/|eel;ajoute|adds|Verb|/a.ʒut/|ah-zhoot;du(Art)|some|Art|/dy/|dew;poivre(le)|pepper|Noun|/pwavʁ/|pwavr;pour|to|Prep|/puʁ/|poor;relever|to lift/season|Verb|/ʁə.lə.ve/|ruh-luh-vay;la(Art)|the|Art|/la/|lah;soupe(la)|soup|Noun|/sup/|soop
1286,soupe (la),/sup/,soop,soup,,,La soupe chaude réchauffe mes mains ce soir.,/la sup ʃod ʁe.ʃof me mɛ̃ sə swaʁ/,lah soop shohd ray-shof may mehn suh swar,The hot soup warms my hands tonight.,,La(Art)|the|Art|/la/|lah;soupe(la)|soup|Noun|/sup/|soop;chaude|hot|Adj|/ʃod/|shohd;réchauffe|warms|Verb|/ʁe.ʃof/|ray-shof;mes(Det)|my|Det|/me/|may;mains(les)|hands|Noun|/mɛ̃/|mehn;ce(Det)|this|Det|/sə/|suh;soir(le)|evening|Noun|/swaʁ/|swar
1287,dîner (le),/di.ne/,dee-nay,dinner,,,On prépare le dîner ensemble après le travail.,/ɔ̃ pʁe.paʁ lə di.ne ɑ̃.sɑ̃bl a.pʁɛ lə tʁa.vaj/,on pray-par luh dee-nay ahn-sahnbl ah-preh luh trah-vyeh,We prepare dinner together after work.,,On(Pron)|We|Pron|/ɔ̃/|on;prépare|prepare|Verb|/pʁe.paʁ/|pray-par;le(Art)|the|Art|/lə/|luh;dîner(le)|dinner|Noun|/di.ne/|dee-nay;ensemble|together|Adv|/ɑ̃.sɑ̃bl/|ahn-sahnbl;après|after|Prep|/a.pʁɛ/|ah-preh;le(Art)|the|Art|/lə/|luh;travail(le)|work|Noun|/tʁa.vaj/|trah-vyeh
1288,ordinateur (l’),/ɔʁ.di.na.tœʁ/,or-dee-nah-tur,computer,,,"Mon ordinateur s'éteint,donc je sauvegarde vite.",/mɔ̃ n‿ɔʁ.di.na.tœʁ se.tɛ̃ dɔ̃k ʒə so.və.ɡaʁd vit/,mohn nor-dee-nah-tur say-tehn donk zhuh soh-vuh-gard veet,"My computer turns off,so I save quickly.",mon + ordinateur (liaison n); se + éteint -> s'éteint,Mon(Det)|my|Det|/mɔ̃/|mohn;ordinateur(l')|computer|Noun|/ɔʁ.di.na.tœʁ/|or-dee-nah-tur;s'|itself|Pron|/s/|s;éteint|switches off|Verb|/e.tɛ̃/|ay-tehn;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;sauvegarde|save|Verb|/so.və.ɡaʁd/|soh-vuh-gard;vite|quickly|Adv|/vit/|veet
1289,message (le),/me.saʒ/,meh-sazh,message,,,Je lis ton message et je réponds demain.,/ʒə li tɔ̃ me.saʒ e ʒə ʁe.pɔ̃ də.mɛ̃/,zhuh lee ton meh-sazh ay zhuh ray-pon duh-mehn,I read your message and reply tomorrow.,,Je(Pron)|I|Pron|/ʒə/|zhuh;lis|read|Verb|/li/|lee;ton(Det)|your|Det|/tɔ̃/|ton;message(le)|message|Noun|/me.saʒ/|meh-sazh;et|and|Conj|/e/|ay;je(Pron)|I|Pron|/ʒə/|zhuh;réponds|reply|Verb|/ʁe.pɔ̃/|ray-pon;demain|tomorrow|Adv|/də.mɛ̃/|duh-mehn
1290,bureau (le),/by.ʁo/,bew-roh,office/desk,,,"Au bureau,je range mes dossiers chaque vendredi.",/o by.ʁo ʒə ʁɑ̃ʒ me do.sje ʃak vɑ̃.dʁə.di/,oh bew-ROH zhuh rahnzh may doh-SYAY shak vahn-druh-dee,"At the office,I file my folders every Friday.",à + le -> au,Au(Prep)|at the|Prep|/o/|oh;bureau(le)|office|Noun|/by.ʁo/|bew-roh;je(Pron)|I|Pron|/ʒə/|zhuh;range|tidy/file|Verb|/ʁɑ̃ʒ/|rahnzh;mes(Det)|my|Det|/me/|may;dossiers(les)|folders/files|Noun|/do.sje/|doh-syay;chaque|each|Det|/ʃak/|shak;vendredi(le)|Friday|Noun|/vɑ̃.dʁə.di/|vahn-druh-dee
1291,clé (la),/kle/,klay,key,,,"J'oublie parfois la clé,donc je sonne chez toi.",/ʒu.bli paʁ.fwa la kle dɔ̃k ʒə sɔn ʃe twa/,zhoo-BLEE par-fwah lah klay donk zhuh sonn shay twah,"I sometimes forget the key,so I ring at yours.",,J'|I|Pron|/ʒ/|zh;oublie|forget|Verb|/u.bli/|oo-blee;parfois|sometimes|Adv|/paʁ.fwa/|par-fwah;la(Art)|the|Art|/la/|lah;clé(la)|key|Noun|/kle/|klay;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;sonne|ring|Verb|/sɔn/|sonn;chez|at|Prep|/ʃe/|shay;toi(Pron)|you|Pron|/twa/|twah
1292,porte (la),/pɔʁt/,port,door,,,"La porte grince,donc je la ferme doucement.",/la pɔʁt ɡʁɛ̃s dɔ̃k ʒə la fɛʁm dus.mɑ̃/,lah port grahns donk zhuh lah fairm doos-mahn,"The door creaks,so I close it gently.",,La(Art)|the|Art|/la/|lah;porte(la)|door|Noun|/pɔʁt/|port;grince|creaks|Verb|/ɡʁɛ̃s/|grahns;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;la(Pron)|it|Pron|/la/|lah;ferme|close|Verb|/fɛʁm/|fairm;doucement|gently|Adv|/dus.mɑ̃/|doos-mahn
1293,étage (l’),/e.taʒ/,ay-tazh,floor/storey,,,L'étage du dessus est bruyant la nuit.,/le.taʒ dy də.sy ɛ bʁɥi.jɑ̃ la nɥi/,lay-tazh dew duh-sew eh brwee-YAHN lah nwee,"The floor above is noisy at night.,le + étage -> l'",du + dessus,L'(Art)|the|Art|/l/|l;étage(l')|floor|Noun|/e.taʒ/|ay-tazh;du(Art)|of the|Art|/dy/|dew;dessus(le)|above|Noun|/də.sy/|duh-sew;est|is|Verb|/ɛ/|eh;bruyant|noisy|Adj|/bʁɥi.jɑ̃/|brwee-yahn;la(Art)|the|Art|/la/|lah;nuit(la)|night|Noun|/nɥi/|nwee
1294,escalier (l’),/ɛs.ka.lje/,es-kah-lyay,stairs,,,Je monte l'escalier lentement avec mon sac lourd.,/ʒə mɔ̃t lɛs.ka.lje lɑ̃t.mɑ̃ a.vɛk mɔ̃ sak luʁ/,zhuh mont les-kah-LYAY lahnt-mahn ah-vek mohn sak loor,I go up the stairs slowly with my heavy bag.,le + escalier -> l',Je(Pron)|I|Pron|/ʒə/|zhuh;monte|go up|Verb|/mɔ̃t/|mont;l'|the|Art|/l/|l;escalier(l')|stairs|Noun|/ɛs.ka.lje/|es-kah-lyay;lentement|slowly|Adv|/lɑ̃t.mɑ̃/|lahnt-mahn;avec|with|Prep|/a.vɛk/|ah-vek;mon(Det)|my|Det|/mɔ̃/|mohn;sac(le)|bag|Noun|/sak/|sak;lourd|heavy|Adj|/luʁ/|loor
1295,ascenseur (l’),/a.sɑ̃.sœʁ/,ah-sahn-sur,lift/elevator,,,"L'ascenseur est en panne,donc je prends l'escalier.",/la.sɑ̃.sœʁ ɛ ɑ̃ pan dɔ̃k ʒə pʁɑ̃ lɛs.ka.lje/,lah-sahn-sur eh ahn pahn donk zhuh prahn les-kah-lyay,"The lift is broken,so I take the stairs.",le + ascenseur -> l'; le + escalier -> l',L'(Art)|the|Art|/l/|l;ascenseur(l')|lift|Noun|/a.sɑ̃.sœʁ/|ah-sahn-sur;est|is|Verb|/ɛ/|eh;en|in|Prep|/ɑ̃/|ahn;panne(la)|breakdown|Noun|/pan/|pahn;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;l'|the|Art|/l/|l;escalier(l')|stairs|Noun|/ɛs.ka.lje/|es-kah-lyay
1296,toit (le),/twa/,twah,roof,,,Le toit fuit un peu quand il pleut fort.,/lə twa fɥi œ̃ pø kɑ̃ il plø fɔʁ/,luh twah fwee uhn puh kahn eel pleu for,The roof leaks a bit when it rains hard.,,Le(Art)|the|Art|/lə/|luh;toit(le)|roof|Noun|/twa/|twah;fuit|leaks|Verb|/fɥi/|fwee;un|a|Det|/œ̃/|uhn;peu|bit|Adv|/pø/|puh;quand|when|Conj|/kɑ̃/|kahn;il(Pron)|it|Pron|/il/|eel;pleut|rains|Verb|/plø/|pleu;fort|hard|Adv|/fɔʁ/|for
1297,mur (le),/myʁ/,mewr,wall,,,"Le mur est humide,donc j'ouvre la fenêtre.",/lə myʁ ɛ y.mid dɔ̃k ʒuvʁ la fə.nɛtʁ/,luh mewr eh ew-meed donk zhoovr lah fuh-netr,"The wall is damp,so I open the window.",je + ouvre -> j'ouvre,Le(Art)|the|Art|/lə/|luh;mur(le)|wall|Noun|/myʁ/|mewr;est|is|Verb|/ɛ/|eh;humide|damp|Adj|/y.mid/|ew-meed;donc|so|Conj|/dɔ̃k/|donk;j'|I|Pron|/ʒ/|zh;ouvre|open|Verb|/uvʁ/|oovr;la(Art)|the|Art|/la/|lah;fenêtre(la)|window|Noun|/fə.nɛtʁ/|fuh-netr
1298,plafond (le),/pla.fɔ̃/,plah-fon,ceiling,,,"Le plafond est haut,mais la lampe est faible.",/lə pla.fɔ̃ ɛ o mɛ la lɑ̃p ɛ fɛbl/,luh plah-fon eh oh meh lah lahmp eh fehbl,"The ceiling is high,but the lamp is dim.",,Le(Art)|the|Art|/lə/|luh;plafond(le)|ceiling|Noun|/pla.fɔ̃/|plah-fon;est|is|Verb|/ɛ/|eh;haut|high|Adj|/o/|oh;mais|but|Conj|/mɛ/|meh;la(Art)|the|Art|/la/|lah;lampe(la)|lamp|Noun|/lɑ̃p/|lahmp;est|is|Verb|/ɛ/|eh;faible|weak/dim|Adj|/fɛbl/|fehbl
1299,lampe (la),/lɑ̃p/,lahmp,lamp,,,J'allume la lampe quand la pièce est sombre.,/ʒa.lym la lɑ̃p kɑ̃ la pjɛs ɛ sɔ̃bʁ/,zhah-lyoom lah lahmp kahn lah pyes eh sohmbr,I turn on the lamp when the room is dark.,je + allume -> j'allume,J'|I|Pron|/ʒ/|zh;allume|switch on|Verb|/a.lym/|ah-lyoom;la(Art)|the|Art|/la/|lah;lampe(la)|lamp|Noun|/lɑ̃p/|lahmp;quand|when|Conj|/kɑ̃/|kahn;la(Art)|the|Art|/la/|lah;pièce(la)|room|Noun|/pjɛs/|pyess;est|is|Verb|/ɛ/|eh;sombre|dark|Adj|/sɔ̃bʁ/|sohmbr
1300,pièce (la),/pjɛs/,pyess,room/play,,,Cette pièce est lumineuse et très agréable le matin.,/sɛt pjɛs ɛ ly.mi.nøz e tʁɛ za.ɡʁe.a.blə lə ma.tɛ̃/,set pyess eh lew-mee-NUHZ ay treh zah-gray-ahbl luh mah-tehn,This room is bright and very pleasant in the morning.,,Cette(Det)|this|Det|/sɛt/|set;pièce(la)|room|Noun|/pjɛs/|pyess;est|is|Verb|/ɛ/|eh;lumineuse|bright|Adj|/ly.mi.nøz/|lew-mee-nuhz;et|and|Conj|/e/|ay;très|very|Adv|/tʁɛ/|treh;agréable|pleasant|Adj|/a.ɡʁe.a.bl/|ah-gray-ahbl;le(Art)|the|Art|/lə/|luh;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn
1301,chaise (la),/ʃɛz/,shez,chair,,,Je pose mon sac sur la chaise.,/ʒə poz mɔ̃ sak syʁ la ʃɛz/,zhuh pohz mohn sak sewr lah shez,I put my bag on the chair.,,Je(Pron)|I|Pron|/ʒə/|zhuh;pose|put|Verb|/poz/|pohz;mon(Det)|my|Det|/mɔ̃/|mohn;sac(le)|bag|Noun|/sak/|sak;sur|on|Prep|/syʁ/|sewr;la(Art)|the|Art|/la/|lah;chaise(la)|chair|Noun|/ʃɛz/|shez
1302,table (la),/tabl/,tabl,table,,,La table est prête pour le dîner ce soir.,/la tabl ɛ pʁɛt puʁ lə di.ne sə swaʁ/,lah tabl eh pret poor luh dee-nay suh swar,The table is ready for dinner tonight.,,La(Art)|the|Art|/la/|lah;table(la)|table|Noun|/tabl/|tabl;est|is|Verb|/ɛ/|eh;prête|ready|Adj|/pʁɛt/|pret;pour|for|Prep|/puʁ/|poor;le(Art)|the|Art|/lə/|luh;dîner(le)|dinner|Noun|/di.ne/|dee-nay;ce(Det)|this|Det|/sə/|suh;soir(le)|evening|Noun|/swaʁ/|swar
1303,couteau (le),/ku.to/,koo-toh,knife,,,Je prends le couteau et je coupe le pain.,/ʒə pʁɑ̃ lə ku.to e ʒə kup lə pɛ̃/,zhuh prahn luh koo-toh ay zhuh koop luh pehn,I take the knife and cut the bread.,,Je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;le(Art)|the|Art|/lə/|luh;couteau(le)|knife|Noun|/ku.to/|koo-toh;et|and|Conj|/e/|ay;je(Pron)|I|Pron|/ʒə/|zhuh;coupe|cut|Verb|/kup/|koop;le(Art)|the|Art|/lə/|luh;pain(le)|bread|Noun|/pɛ̃/|pehn
1304,fourchette (la),/fuʁ.ʃɛt/,foor-shet,fork,,,La fourchette tombe par terre alors je la lave.,/la fuʁ.ʃɛt tɔ̃b paʁ tɛʁ a.lɔʁ ʒə la lav/,lah foor-shet tomb par tair ah-lor zhuh lah lav,The fork falls on the floor so I wash it.,,La(Art)|the|Art|/la/|lah;fourchette(la)|fork|Noun|/fuʁ.ʃɛt/|foor-shet;tombe|falls|Verb|/tɔ̃b/|tomb;par|by/on|Prep|/paʁ/|par;terre(la)|ground|Noun|/tɛʁ/|tair;alors|so|Conj|/a.lɔʁ/|ah-lor;je(Pron)|I|Pron|/ʒə/|zhuh;la(Pron)|it|Pron|/la/|lah;lave|wash|Verb|/lav/|lav
1305,cuillère (la),/kɥi.jɛʁ/,kwee-yair,spoon,,,J'oublie la cuillère donc je remue avec une fourchette.,/ʒu.bli la kɥi.jɛʁ dɔ̃k ʒə ʁə.my a.vɛk yn fuʁ.ʃɛt/,zhoo-blee lah kwee-yair donk zhuh ruh-mew ah-vek een foor-shet,I forget the spoon so I stir with a fork.,je + oublie -> j'oublie,Je(Pron)|I|Pron|/ʒə/|zhuh;oublie|forget|Verb|/u.bli/|oo-blee;la(Art)|the|Art|/la/|lah;cuillère(la)|spoon|Noun|/kɥi.jɛʁ/|kwee-yair;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;remue|stir|Verb|/ʁə.my/|ruh-mew;avec|with|Prep|/a.vɛk/|ah-vek;une(Art)|a|Art|/yn/|een;fourchette(la)|fork|Noun|/fuʁ.ʃɛt/|foor-shet
1306,assiette (l’),/a.sjɛt/,ah-syet,plate,,,L'assiette est chaude fais attention en la portant.,/la.sjɛt ɛ ʃod fɛ a.tɑ̃.sjɔ̃ ɑ̃ la pɔʁ.tɑ̃/,lah-syet eh shohd feh ah-tahn-syon ahn lah por-tahn,The plate is hot be careful while carrying it.,le + assiette -> l'assiette,L'(Art)|the|Art|/l/|l;assiette(l')|plate|Noun|/a.sjɛt/|ah-syet;est|is|Verb|/ɛ/|eh;chaude|hot|Adj|/ʃod/|shohd;fais|do/make|Verb|/fɛ/|feh;attention(la)|attention|Noun|/a.tɑ̃.sjɔ̃/|ah-tahn-syon;en|while|Prep|/ɑ̃/|ahn;la(Pron)|it|Pron|/la/|lah;portant|carrying|Verb|/pɔʁ.tɑ̃/|por-tahn
